0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4558e-014,1.3302e-013,2.3592e-013,4.1595e-013,7.2905e-013,1.2704e-012,2.2006e-012,3.7897e-012,6.4883e-012,1.1043e-011,1.8686e-011,3.1434e-011,5.2568e-011,8.7397e-011,1.4445e-010,2.3736e-010,3.8773e-010,6.2967e-010,1.0166e-009,1.6316e-009,2.6035e-009,4.1298e-009,6.5127e-009,1.021e-008,1.5914e-008,2.4657e-008,3.7982e-008,5.8164e-008,8.8548e-008,1.3402e-007,2.0164e-007,3.0162e-007,4.4852e-007,6.6306e-007,9.7448e-007,1.4238e-006,2.068e-006,2.9863e-006,4.2869e-006,6.1179e-006,8.6799e-006,1.2243e-005,1.7167e-005,2.393e-005,3.3162e-005,4.5687e-005,6.2573e-005,8.5198e-005,0.00011532,0.00015519,0.0002076,0.00027609,0.00036502,0.00047975,0.00062685,0.00081423,0.0010514,0.0013496,0.0017222,0.0021847,0.002755,0.0034535,0.0043034,0.0053304,0.0065631,0.0080325,0.0097716,0.011816,0.014201,0.016963,0.02014,0.023765,0.027871,0.032485,0.037628,0.043317,0.049558,0.056346,0.063668,0.071497,0.079796,0.088511,0.09758,0.10693,0.11647,0.1261,0.13573,0.14524,0.15452,0.16347,0.17196,0.17988,0.18715,0.19365,0.19931,0.20404,0.2078,0.21051,0.21216,0.21271,0.21216,0.21051,0.2078,0.20404,0.19931,0.19365,0.18715,0.17988,0.17196,0.16347,0.15452,0.14524,0.13573,0.1261,0.11647,0.10693,0.09758,0.088511,0.079796,0.071497,0.063668,0.056346,0.049558,0.043317,0.037628,0.032485,0.027871,0.023765,0.02014,0.016963,0.014201,0.011816,0.0097716,0.0080325,0.0065631,0.0053304,0.0043034,0.0034535,0.002755,0.0021847,0.0017222,0.0013496,0.0010514,0.00081423,0.00062685,0.00047975,0.00036502,0.00027609,0.0002076,0.00015519,0.00011532,8.5198e-005,6.2573e-005,4.5687e-005,3.3162e-005,2.393e-005,1.7167e-005,1.2243e-005,8.6799e-006,6.1179e-006,4.2869e-006,2.9863e-006,2.068e-006,1.4238e-006,9.7448e-007,6.6306e-007,4.4852e-007,3.0162e-007,2.0164e-007,1.3402e-007,8.8548e-008,5.8164e-008,3.7982e-008,2.4657e-008,1.5914e-008,1.021e-008,6.5127e-009,4.1298e-009,2.6035e-009,1.6316e-009,1.0166e-009,6.2967e-010,3.8773e-010,2.3736e-010,1.4445e-010,8.7397e-011,5.2568e-011,3.1434e-011,1.8686e-011,1.1043e-011,6.4883e-012,3.7897e-012,2.2006e-012,1.2704e-012,7.2905e-013,4.1595e-013,2.3593e-013,1.3303e-013,7.4572e-014,4.1554e-014
2.1616e-013,3.8386e-013,6.7768e-013,1.1895e-012,2.0756e-012,3.601e-012,6.2112e-012,1.0651e-011,1.816e-011,3.0782e-011,5.1874e-011,8.6912e-011,1.4477e-010,2.3975e-010,3.9475e-010,6.4617e-010,1.0516e-009,1.7015e-009,2.737e-009,4.3772e-009,6.9598e-009,1.1002e-008,1.729e-008,2.7016e-008,4.1967e-008,6.4813e-008,9.9515e-008,1.5191e-007,2.3055e-007,3.4786e-007,5.2182e-007,7.7822e-007,1.1539e-006,1.7009e-006,2.4927e-006,3.632e-006,5.2611e-006,7.5767e-006,1.0848e-005,1.5442e-005,2.1853e-005,3.0746e-005,4.3007e-005,5.9807e-005,8.2686e-005,0.00011365,0.00015531,0.000211,0.00028499,0.00038269,0.00051088,0.00067805,0.00089466,0.0011736,0.0015305,0.0019843,0.0025575,0.0032771,0.0041745,0.0052863,0.0066548,0.0083282,0.010361,0.012812,0.01575,0.019245,0.023375,0.028219,0.033862,0.040386,0.047872,0.056399,0.066037,0.076844,0.088866,0.10213,0.11665,0.13241,0.14936,0.16745,0.18656,0.20659,0.22738,0.24875,0.2705,0.29241,0.31426,0.33579,0.35676,0.37691,0.39601,0.41381,0.43009,0.44464,0.45729,0.46786,0.47623,0.48228,0.48595,0.48717,0.48595,0.48228,0.47623,0.46786,0.45729,0.44464,0.43009,0.41381,0.39601,0.37691,0.35676,0.33579,0.31426,0.29241,0.2705,0.24875,0.22738,0.20659,0.18656,0.16745,0.14936,0.13241,0.11665,0.10213,0.088866,0.076844,0.066037,0.056399,0.047872,0.040386,0.033862,0.028219,0.023375,0.019245,0.01575,0.012812,0.010361,0.0083282,0.0066548,0.0052863,0.0041745,0.0032771,0.0025575,0.0019843,0.0015305,0.0011736,0.00089466,0.00067805,0.00051088,0.00038269,0.00028499,0.000211,0.00015531,0.00011365,8.2686e-005,5.9807e-005,4.3007e-005,3.0746e-005,2.1853e-005,1.5442e-005,1.0848e-005,7.5767e-006,5.2611e-006,3.632e-006,2.4927e-006,1.7009e-006,1.1539e-006,7.7822e-007,5.2182e-007,3.4786e-007,2.3055e-007,1.5191e-007,9.9515e-008,6.4813e-008,4.1967e-008,2.7016e-008,1.729e-008,1.1002e-008,6.9598e-009,4.3772e-009,2.737e-009,1.7015e-009,1.0516e-009,6.4617e-010,3.9475e-010,2.3975e-010,1.4477e-010,8.6912e-011,5.1874e-011,3.0782e-011,1.816e-011,1.0651e-011,6.2112e-012,3.601e-012,2.0756e-012,1.1895e-012,6.7768e-013,3.8387e-013,2.1618e-013,1.2103e-013
4.8716e-013,8.6037e-013,1.5109e-012,2.638e-012,4.5799e-012,7.9058e-012,1.3569e-011,2.3156e-011,3.929e-011,6.6284e-011,1.1118e-010,1.8543e-010,3.0749e-010,5.0696e-010,8.3105e-010,1.3545e-009,2.195e-009,3.5367e-009,5.6658e-009,9.0246e-009,1.4292e-008,2.2504e-008,3.5231e-008,5.4839e-008,8.487e-008,1.3059e-007,1.9979e-007,3.039e-007,4.5961e-007,6.9111e-007,1.0332e-006,1.5358e-006,2.2698e-006,3.3352e-006,4.8725e-006,7.0776e-006,1.0221e-005,1.4676e-005,2.0952e-005,2.9739e-005,4.1969e-005,5.8886e-005,8.2147e-005,0.00011394,0.00015712,0.00021541,0.00029364,0.00039796,0.00053623,0.00071838,0.00095684,0.0012671,0.0016682,0.0021836,0.0028417,0.0036767,0.0047294,0.006048,0.0076891,0.0097184,0.012211,0.015253,0.018941,0.02338,0.028688,0.034991,0.042423,0.051123,0.061233,0.072896,0.08625,0.10142,0.11853,0.13766,0.15888,0.18224,0.20773,0.23531,0.2649,0.29636,0.32952,0.36415,0.39998,0.4367,0.47397,0.51141,0.54862,0.5852,0.62073,0.65479,0.687,0.71695,0.7443,0.76871,0.78989,0.80757,0.82156,0.83166,0.83778,0.83983,0.83778,0.83166,0.82156,0.80757,0.78989,0.76871,0.7443,0.71695,0.687,0.65479,0.62073,0.5852,0.54862,0.51141,0.47397,0.4367,0.39998,0.36415,0.32952,0.29636,0.2649,0.23531,0.20773,0.18224,0.15888,0.13766,0.11853,0.10142,0.08625,0.072896,0.061233,0.051123,0.042423,0.034991,0.028688,0.02338,0.018941,0.015253,0.012211,0.0097184,0.0076891,0.006048,0.0047294,0.0036767,0.0028417,0.0021836,0.0016682,0.0012671,0.00095684,0.00071838,0.00053623,0.00039796,0.00029364,0.00021541,0.00015712,0.00011394,8.2147e-005,5.8886e-005,4.1969e-005,2.9739e-005,2.0952e-005,1.4676e-005,1.0221e-005,7.0776e-006,4.8725e-006,3.3352e-006,2.2698e-006,1.5358e-006,1.0332e-006,6.9111e-007,4.5961e-007,3.039e-007,1.9979e-007,1.3059e-007,8.487e-008,5.4839e-008,3.5231e-008,2.2504e-008,1.4292e-008,9.0246e-009,5.6658e-009,3.5367e-009,2.195e-009,1.3545e-009,8.3105e-010,5.0696e-010,3.0749e-010,1.8543e-010,1.1118e-010,6.6284e-011,3.929e-011,2.3156e-011,1.3569e-011,7.9057e-012,4.5798e-012,2.6379e-012,1.5107e-012,8.6029e-013,4.871e-013,2.7423e-013
1.004e-012,1.762e-012,3.0759e-012,5.3401e-012,9.2196e-012,1.5829e-011,2.7023e-011,4.5876e-011,7.744e-011,1.2999e-010,2.1695e-010,3.6005e-010,5.9416e-010,9.7494e-010,1.5907e-009,2.5807e-009,4.1631e-009,6.6777e-009,1.065e-008,1.689e-008,2.6635e-008,4.1762e-008,6.511e-008,1.0093e-007,1.5558e-007,2.3846e-007,3.634e-007,5.5067e-007,8.2969e-007,1.243e-006,1.8516e-006,2.7425e-006,4.039e-006,5.9145e-006,8.6117e-006,1.2468e-005,1.7947e-005,2.5688e-005,3.6557e-005,5.173e-005,7.2783e-005,0.00010182,0.00014163,0.00019588,0.00026937,0.00036831,0.00050072,0.00067685,0.00090969,0.0012156,0.0016152,0.0021338,0.0028027,0.0036601,0.0047524,0.0061351,0.0078743,0.010048,0.012748,0.016078,0.020161,0.025131,0.031143,0.038364,0.046978,0.057182,0.069184,0.083198,0.099442,0.11813,0.13947,0.16364,0.1908,0.22109,0.25458,0.29131,0.33125,0.37432,0.42035,0.46912,0.52034,0.57362,0.62856,0.68466,0.7414,0.79822,0.85451,0.90968,0.96312,1.0142,1.0624,1.1072,1.1479,1.1843,1.2157,1.242,1.2627,1.2777,1.2868,1.2898,1.2868,1.2777,1.2627,1.242,1.2157,1.1843,1.1479,1.1072,1.0624,1.0142,0.96312,0.90968,0.85451,0.79822,0.7414,0.68466,0.62856,0.57362,0.52034,0.46912,0.42035,0.37432,0.33125,0.29131,0.25458,0.22109,0.1908,0.16364,0.13947,0.11813,0.099442,0.083198,0.069184,0.057182,0.046978,0.038364,0.031143,0.025131,0.020161,0.016078,0.012748,0.010048,0.0078743,0.0061351,0.0047524,0.0036601,0.0028027,0.0021338,0.0016152,0.0012156,0.00090969,0.00067685,0.00050072,0.00036831,0.00026937,0.00019588,0.00014163,0.00010182,7.2783e-005,5.173e-005,3.6557e-005,2.5688e-005,1.7947e-005,1.2468e-005,8.6117e-006,5.9145e-006,4.039e-006,2.7425e-006,1.8516e-006,1.243e-006,8.2969e-007,5.5067e-007,3.634e-007,2.3846e-007,1.5558e-007,1.0093e-007,6.511e-008,4.1762e-008,2.6635e-008,1.689e-008,1.065e-008,6.6777e-009,4.1631e-009,2.5807e-009,1.5907e-009,9.7494e-010,5.9416e-010,3.6005e-010,2.1695e-010,1.2998e-010,7.744e-011,4.5875e-011,2.7023e-011,1.5828e-011,9.2187e-012,5.3392e-012,3.075e-012,1.7612e-012,1.0032e-012,5.6835e-013
1.9697e-012,3.4379e-012,5.9684e-012,1.0305e-011,1.7695e-011,3.0215e-011,5.131e-011,8.6648e-011,1.4551e-010,2.4298e-010,4.035e-010,6.6631e-010,1.0941e-009,1.7866e-009,2.9011e-009,4.6843e-009,7.5214e-009,1.2009e-008,1.9067e-008,3.0104e-008,4.7263e-008,7.3786e-008,1.1455e-007,1.7683e-007,2.7144e-007,4.1434e-007,6.2892e-007,9.4926e-007,1.4247e-006,2.1263e-006,3.1555e-006,4.6566e-006,6.8332e-006,9.9707e-006,1.4467e-005,2.0872e-005,2.9944e-005,4.2718e-005,6.0596e-005,8.5473e-005,0.00011988,0.0001672,0.00023187,0.00031974,0.00043842,0.00059776,0.0008104,0.0010925,0.0014644,0.0019518,0.0025866,0.0034084,0.0044659,0.005818,0.0075363,0.0097062,0.012429,0.015824,0.02003,0.025207,0.031537,0.039226,0.048501,0.059614,0.072837,0.088458,0.10678,0.12811,0.15276,0.18102,0.21318,0.24949,0.29014,0.33529,0.38503,0.43935,0.49817,0.56133,0.62855,0.69946,0.7736,0.85043,0.92932,1.0096,1.0904,1.1711,1.2508,1.3286,1.4039,1.4756,1.5431,1.6057,1.6626,1.7132,1.757,1.7935,1.8223,1.8431,1.8557,1.8599,1.8557,1.8431,1.8223,1.7935,1.757,1.7132,1.6626,1.6057,1.5431,1.4756,1.4039,1.3286,1.2508,1.1711,1.0904,1.0096,0.92932,0.85043,0.7736,0.69946,0.62855,0.56133,0.49817,0.43935,0.38503,0.33529,0.29014,0.24949,0.21318,0.18102,0.15276,0.12811,0.10678,0.088458,0.072837,0.059614,0.048501,0.039226,0.031537,0.025207,0.02003,0.015824,0.012429,0.0097062,0.0075363,0.005818,0.0044659,0.0034084,0.0025866,0.0019518,0.0014644,0.0010925,0.0008104,0.00059776,0.00043842,0.00031974,0.00023187,0.0001672,0.00011988,8.5473e-005,6.0596e-005,4.2718e-005,2.9944e-005,2.0872e-005,1.4467e-005,9.9707e-006,6.8332e-006,4.6566e-006,3.1555e-006,2.1263e-006,1.4247e-006,9.4926e-007,6.2892e-007,4.1434e-007,2.7144e-007,1.7683e-007,1.1455e-007,7.3786e-008,4.7263e-008,3.0104e-008,1.9067e-008,1.2009e-008,7.5214e-009,4.6843e-009,2.9011e-009,1.7866e-009,1.0941e-009,6.6631e-010,4.035e-010,2.4298e-010,1.4551e-010,8.6646e-011,5.1309e-011,3.0214e-011,1.7693e-011,1.0303e-011,5.9669e-012,3.4366e-012,1.9685e-012,1.1215e-012
3.7977e-012,6.5885e-012,1.1369e-011,1.9514e-011,3.3311e-011,5.6556e-011,9.5495e-011,1.6036e-010,2.6781e-010,4.4479e-010,7.3466e-010,1.2067e-009,1.9713e-009,3.2024e-009,5.1736e-009,8.3122e-009,1.3281e-008,2.1103e-008,3.3345e-008,5.2399e-008,8.1886e-008,1.2726e-007,1.9667e-007,3.0227e-007,4.6199e-007,7.0219e-007,1.0614e-006,1.5953e-006,2.3847e-006,3.5448e-006,5.2399e-006,7.7028e-006,1.126e-005,1.6369e-005,2.3664e-005,3.4019e-005,4.8633e-005,6.9137e-005,9.774e-005,0.0001374,0.00019209,0.00026704,0.00036917,0.0005075,0.00069376,0.00094309,0.0012749,0.0017137,0.0022906,0.0030446,0.004024,0.0052885,0.0069112,0.0089807,0.011604,0.014907,0.019042,0.024185,0.030539,0.038339,0.047851,0.059372,0.073231,0.089788,0.10943,0.13255,0.15959,0.19095,0.22706,0.2683,0.31504,0.36757,0.42614,0.4909,0.56188,0.63905,0.7222,0.81105,0.90516,1.004,1.1068,1.2129,1.3214,1.4314,1.5418,1.6516,1.7597,1.865,1.9665,2.0632,2.154,2.238,2.3143,2.3821,2.4408,2.4896,2.5282,2.556,2.5728,2.5784,2.5728,2.556,2.5282,2.4896,2.4408,2.3821,2.3143,2.238,2.154,2.0632,1.9665,1.865,1.7597,1.6516,1.5418,1.4314,1.3214,1.2129,1.1068,1.004,0.90516,0.81105,0.7222,0.63905,0.56188,0.4909,0.42614,0.36757,0.31504,0.2683,0.22706,0.19095,0.15959,0.13255,0.10943,0.089788,0.073231,0.059372,0.047851,0.038339,0.030539,0.024185,0.019042,0.014907,0.011604,0.0089807,0.0069112,0.0052885,0.004024,0.0030446,0.0022906,0.0017137,0.0012749,0.00094309,0.00069376,0.0005075,0.00036917,0.00026704,0.00019209,0.0001374,9.774e-005,6.9137e-005,4.8633e-005,3.4019e-005,2.3664e-005,1.6369e-005,1.126e-005,7.7028e-006,5.2399e-006,3.5448e-006,2.3847e-006,1.5953e-006,1.0614e-006,7.0219e-007,4.6199e-007,3.0227e-007,1.9667e-007,1.2726e-007,8.1886e-008,5.2399e-008,3.3345e-008,2.1103e-008,1.3281e-008,8.3122e-009,5.1736e-009,3.2024e-009,1.9713e-009,1.2067e-009,7.3465e-010,4.4479e-010,2.6781e-010,1.6036e-010,9.5492e-011,5.6553e-011,3.3308e-011,1.951e-011,1.1366e-011,6.5857e-012,3.7954e-012,2.1757e-012
8.3025e-012,1.3491e-011,2.2311e-011,3.7267e-011,6.2508e-011,1.0486e-010,1.7551e-010,2.9262e-010,4.8565e-010,8.0193e-010,1.3172e-009,2.1521e-009,3.4971e-009,5.6517e-009,9.0842e-009,1.4522e-008,2.3088e-008,3.6506e-008,5.7408e-008,8.9784e-008,1.3965e-007,2.1603e-007,3.3236e-007,5.0853e-007,7.7382e-007,1.1711e-006,1.7625e-006,2.6382e-006,3.9272e-006,5.814e-006,8.56e-006,1.2534e-005,1.8252e-005,2.6432e-005,3.8069e-005,5.4527e-005,7.767e-005,0.00011003,0.00015501,0.00021717,0.00030258,0.00041927,0.00057774,0.00079171,0.0010789,0.0014622,0.0019707,0.0026412,0.0035203,0.0046658,0.0061496,0.0080599,0.010504,0.013613,0.017543,0.022479,0.028639,0.036279,0.045691,0.057212,0.071218,0.088129,0.10841,0.13254,0.16107,0.19454,0.23351,0.27852,0.33012,0.38878,0.45493,0.52891,0.61095,0.70118,0.79955,0.90591,1.0199,1.1411,1.2688,1.4022,1.5405,1.6826,1.8273,1.9734,2.1197,2.2648,2.4074,2.5461,2.6796,2.8065,2.9256,3.0357,3.1356,3.2245,3.3012,3.3652,3.4156,3.452,3.4739,3.4813,3.4739,3.452,3.4156,3.3652,3.3012,3.2245,3.1356,3.0357,2.9256,2.8065,2.6796,2.5461,2.4074,2.2648,2.1197,1.9734,1.8273,1.6826,1.5405,1.4022,1.2688,1.1411,1.0199,0.90591,0.79955,0.70118,0.61095,0.52891,0.45493,0.38878,0.33012,0.27852,0.23351,0.19454,0.16107,0.13254,0.10841,0.088129,0.071218,0.057212,0.045691,0.036279,0.028639,0.022479,0.017543,0.013613,0.010504,0.0080599,0.0061496,0.0046658,0.0035203,0.0026412,0.0019707,0.0014622,0.0010789,0.00079171,0.00057774,0.00041927,0.00030258,0.00021717,0.00015501,0.00011003,7.767e-005,5.4527e-005,3.8069e-005,2.6432e-005,1.8252e-005,1.2534e-005,8.56e-006,5.814e-006,3.9272e-006,2.6382e-006,1.7625e-006,1.1711e-006,7.7382e-007,5.0853e-007,3.3236e-007,2.1603e-007,1.3965e-007,8.9784e-008,5.7408e-008,3.6506e-008,2.3088e-008,1.4522e-008,9.0842e-009,5.6517e-009,3.497e-009,2.152e-009,1.3172e-009,8.018e-010,4.8547e-010,2.9238e-010,1.752e-010,1.0449e-010,6.2068e-011,3.6771e-011,2.1776e-011,1.2938e-011,7.7541e-012,4.722e-012
1.3895e-011,2.3506e-011,3.9772e-011,6.7171e-011,1.1308e-010,1.8958e-010,3.1634e-010,5.2521e-010,8.6749e-010,1.4253e-009,2.3292e-009,3.7859e-009,6.1208e-009,9.8423e-009,1.5741e-008,2.5041e-008,3.9618e-008,6.2345e-008,9.7578e-008,1.519e-007,2.3518e-007,3.6216e-007,5.5469e-007,8.4497e-007,1.2802e-006,1.9291e-006,2.8912e-006,4.3096e-006,6.3891e-006,9.4206e-006,1.3815e-005,2.015e-005,2.9229e-005,4.217e-005,6.0509e-005,8.6352e-005,0.00012256,0.00017301,0.00024289,0.00033913,0.00047093,0.00065039,0.00089332,0.0012203,0.0016578,0.0022398,0.0030096,0.0040218,0.0053447,0.0070635,0.0092835,0.012133,0.01577,0.020381,0.026193,0.033472,0.04253,0.053728,0.067482,0.084262,0.10459,0.12905,0.15827,0.19292,0.2337,0.28132,0.33651,0.39994,0.47225,0.55402,0.6457,0.74763,0.85999,0.98282,1.1159,1.259,1.4115,1.5728,1.7419,1.9179,2.0994,2.2854,2.4742,2.6645,2.8547,3.043,3.2278,3.4075,3.5803,3.7447,3.8989,4.0415,4.171,4.286,4.3855,4.4684,4.5338,4.581,4.6095,4.6191,4.6095,4.581,4.5338,4.4684,4.3855,4.286,4.171,4.0415,3.8989,3.7447,3.5803,3.4075,3.2278,3.043,2.8547,2.6645,2.4742,2.2854,2.0994,1.9179,1.7419,1.5728,1.4115,1.259,1.1159,0.98282,0.85999,0.74763,0.6457,0.55402,0.47225,0.39994,0.33651,0.28132,0.2337,0.19292,0.15827,0.12905,0.10459,0.084262,0.067482,0.053728,0.04253,0.033472,0.026193,0.020381,0.01577,0.012133,0.0092835,0.0070635,0.0053447,0.0040218,0.0030096,0.0022398,0.0016578,0.0012203,0.00089332,0.00065039,0.00047093,0.00033913,0.00024289,0.00017301,0.00012256,8.6352e-005,6.0509e-005,4.217e-005,2.9229e-005,2.015e-005,1.3815e-005,9.4206e-006,6.3891e-006,4.3096e-006,2.8912e-006,1.9291e-006,1.2802e-006,8.4497e-007,5.5469e-007,3.6216e-007,2.3518e-007,1.519e-007,9.7578e-008,6.2345e-008,3.9618e-008,2.5041e-008,1.5741e-008,9.8423e-009,6.1208e-009,3.7859e-009,2.3291e-009,1.4252e-009,8.6741e-010,5.2511e-010,3.1621e-010,1.8942e-010,1.129e-010,6.6968e-011,3.9555e-011,2.3283e-011,1.3676e-011,8.0298e-012
2.3555e-011,4.1268e-011,7.1102e-011,1.2102e-010,2.0408e-010,3.4154e-010,5.6785e-010,9.385e-010,1.5424e-009,2.5209e-009,4.0981e-009,6.6265e-009,1.0658e-008,1.705e-008,2.7131e-008,4.2943e-008,6.7608e-008,1.0587e-007,1.6491e-007,2.5551e-007,3.9375e-007,6.0356e-007,9.2022e-007,1.3955e-006,2.105e-006,3.1583e-006,4.7131e-006,6.9959e-006,1.0329e-005,1.5167e-005,2.2153e-005,3.2183e-005,4.6504e-005,6.6836e-005,9.5541e-005,0.00013584,0.0001921,0.0002702,0.000378,0.00052596,0.00072789,0.0010019,0.0013716,0.0018676,0.0025292,0.0034066,0.0045633,0.0060795,0.0080552,0.010614,0.01391,0.018128,0.023493,0.030277,0.0388,0.04944,0.062637,0.078898,0.0988,0.12299,0.15218,0.18716,0.22876,0.27786,0.33535,0.40214,0.47909,0.56702,0.66665,0.77859,0.90328,1.041,1.1918,1.3557,1.5322,1.7209,1.9209,2.1315,2.3515,2.5795,2.8143,3.0542,3.2975,3.5425,3.7871,4.0294,4.2673,4.4987,4.7215,4.9334,5.1325,5.3168,5.4843,5.6332,5.7621,5.8696,5.9544,6.0156,6.0527,6.065,6.0527,6.0156,5.9544,5.8696,5.7621,5.6332,5.4843,5.3168,5.1325,4.9334,4.7215,4.4987,4.2673,4.0294,3.7871,3.5425,3.2975,3.0542,2.8143,2.5795,2.3515,2.1315,1.9209,1.7209,1.5322,1.3557,1.1918,1.041,0.90328,0.77859,0.66665,0.56702,0.47909,0.40214,0.33535,0.27786,0.22876,0.18716,0.15218,0.12299,0.0988,0.078898,0.062637,0.04944,0.0388,0.030277,0.023493,0.018128,0.01391,0.010614,0.0080552,0.0060795,0.0045633,0.0034066,0.0025292,0.0018676,0.0013716,0.0010019,0.00072789,0.00052596,0.000378,0.0002702,0.0001921,0.00013584,9.5541e-005,6.6836e-005,4.6504e-005,3.2183e-005,2.2153e-005,1.5167e-005,1.0329e-005,6.9959e-006,4.7131e-006,3.1583e-006,2.105e-006,1.3955e-006,9.2022e-007,6.0356e-007,3.9375e-007,2.5551e-007,1.6491e-007,1.0587e-007,6.7608e-008,4.2943e-008,2.7131e-008,1.705e-008,1.0658e-008,6.6266e-009,4.0982e-009,2.5211e-009,1.5426e-009,9.388e-010,5.6824e-010,3.4202e-010,2.0466e-010,1.2168e-010,7.1819e-011,4.2015e-011,2.4301e-011,1.384e-011
